rank;university;country;score
1172;George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures;Romania;10.3–25.0
1173;University of Ghana;Ghana;10.3–25.0
1174;Gifu University;Japan;10.3–25.0
1175;GITAM University;India;10.3–25.0
1176;Government College University Lahore;Pakistan;10.3–25.0
1177;Grigore T. Popa University of Medicine and Pharmacy;Romania;10.3–25.0
1178;University of Guadalajara;Mexico;10.3–25.0
1179;University of Guanajuato;Mexico;10.3–25.0
1180;Guangxi University;China;10.3–25.0
1181;Guangxi University;Russian Federation;10.3–25.0
1182;University of Guilan;Iran;10.3–25.0
1183;Gunma University;Japan;10.3–25.0
1184;Gyeongsang National University;South Korea;10.3–25.0
1185;Hakim Sabzevari University;Iran;10.3–25.0
1186;Hallym University;South Korea;10.3–25.0
1187;Hamamatsu University School of Medicine;Japan;10.3–25.0
1188;Hanoi University of Science and Technology;Vietnam;10.3–25.0
1189;The Hashemite University;Jordan;10.3–25.0
1190;Université Hassan II de Casablanca;Morocco;10.3–25.0
1191;University of Havana;Cuba;10.3–25.0
1192;Helwan University;Egypt;10.3–25.0
1193;Hosei University;Japan;10.3–25.0
1194;University of Hradec Králové;Czechia;10.3–25.0
1195;Huaqiao University;China;10.3–25.0
1196;University of Hyogo;Japan;10.3–25.0
1197;Ibaraki University;Japan;10.3–25.0
1198;Ibn Tofaïl University;Morocco;10.3–25.0
1199;Ibn Tofaïl University;Russian Federation;10.3–25.0
1200;Incheon National University;South Korea;10.3–25.0
1201;Indian Institute of Technology Patna;India;10.3–25.0
1202;Universidad Industrial de Santander (UIS);Colombia;10.3–25.0
1203;Instituto Politécnico Nacional (IPN);Mexico;10.3–25.0
1204;IPB University;Indonesia;10.3–25.0
1205;IPB University;Russian Federation;10.3–25.0
1206;University of Isfahan;Iran;10.3–25.0
1207;I-Shou University;Taiwan;10.3–25.0
1208;The Islamia University of Bahawalpur;Pakistan;10.3–25.0
1209;Istanbul Medipol University;Turkey;10.3–25.0
1210;Ivane Javakhishvili Tbilisi State University;Georgia;10.3–25.0
1211;Ivan Franko National University of Lviv;Ukraine;10.3–25.0
1212;Iwate University;Japan;10.3–25.0
1213;Izmir Institute of Technology;Turkey;10.3–25.0
1214;James Madison University;United States;10.3–25.0
1215;Jan Evangelista Purkyně University;Czechia;10.3–25.0
1216;Jawaharlal Nehru Technological University Anantapur (JNTUA);India;10.3–25.0
1217;Jeju National University;South Korea;10.3–25.0
1218;Jeonbuk National University;South Korea;10.3–25.0
1219;Jianghan University;China;10.3–25.0
1220;Kagawa University;Japan;10.3–25.0
1221;Kagoshima University;Japan;10.3–25.0
1222;Kanagawa University;Japan;10.3–25.0
1223;Kanazawa University;Japan;10.3–25.0
1224;Kanazawa Medical University;Japan;10.3–25.0
1225;Kangwon National University;South Korea;10.3–25.0
1226;Kansai University;Japan;10.3–25.0
1227;Kasetsart University;Thailand;10.3–25.0
1228;Kaunas University of Technology;Lithuania;10.3–25.0
1229;Kaunas University of Technology;Russian Federation;10.3–25.0
1230;Kaunas University of Technology;Russian Federation;10.3–25.0
1231;Kharazmi University;Iran;10.3–25.0
1232;Khon Kaen University;Thailand;10.3–25.0
1233;KIIT University;India;10.3–25.0
1234;King Faisal University;Saudi Arabia;10.3–25.0
1235;King Mongkut’s Institute of Technology Ladkrabang;Thailand;10.3–25.0
1236;King Mongkut's University of Technology North Bangkok;Thailand;10.3–25.0
1237;Kitasato University;Japan;10.3–25.0
1238;KL University;India;10.3–25.0
1239;Kochi University;Japan;10.3–25.0
1240;Kochi University of Technology;Japan;10.3–25.0
1241;Kogakuin University;Japan;10.3–25.0
1242;Kookmin University;South Korea;10.3–25.0
1243;Universiti Kuala Lumpur;Malaysia;10.3–25.0
1244;Kumamoto University;Japan;10.3–25.0
1245;Kunming University of Science and Technology;China;10.3–25.0
1246;Kuwait University;Kuwait;10.3–25.0
1247;Kwansei Gakuin University;Japan;10.3–25.0
1248;Kyoto Sangyo University;Japan;10.3–25.0
1249;Kyoto Institute of Technology;Japan;10.3–25.0
1250;Kyushu Institute of Technology (Kyutech);Japan;10.3–25.0
1251;Latvia University of Life Sciences and Technologies;Latvia;10.3–25.0
1252;Lebanese University;Lebanon;10.3–25.0
1253;University of León;Spain;10.3–25.0
1254;University of Lethbridge;Canada;10.3–25.0
1255;L.N. Gumilyov Eurasian National University;Kazakhstan;10.3–25.0
1256;L.N. Gumilyov Eurasian National University;Russian Federation;10.3–25.0
1257;University of Lodz;Poland;10.3–25.0
1258;Lodz University of Technology;Poland;10.3–25.0
1259;London South Bank University;United Kingdom;10.3–25.0
1260;Londrina State University;Brazil;10.3–25.0
1261;Lorestan University;Iran;10.3–25.0
1262;University of Lucknow;India;10.3–25.0
1263;Maharaja Sayajirao University of Baroda;India;10.3–25.0
1264;Mahasarakham University;Thailand;10.3–25.0
1265;University of Malaga;Spain;10.3–25.0
1266;Universiti Malaysia Perlis;Malaysia;10.3–25.0
1267;Universiti Malaysia Sarawak (UNIMAS);Malaysia;10.3–25.0
1268;Manipal Academy of Higher Education;India;10.3–25.0
1269;University of Manouba;Tunisia;10.3–25.0
1270;University of Maribor;Slovenia;10.3–25.0
1271;Marmara University;Turkey;10.3–25.0
1272;University Cadi Ayyad of Marrakech;Morocco;10.3–25.0
1273;University of Mazandaran;Iran;10.3–25.0
1274;Meiji University;Japan;10.3–25.0
1275;Meijo University;Japan;10.3–25.0
1276;Mendel University in Brno;Czechia;10.3–25.0
1277;Menoufia University;Egypt;10.3–25.0
1278;M’Hamed Bougara University of Boumerdès;Algeria;10.3–25.0
1279;Universidad Michoacana de San Nicolás de Hidalgo;Mexico;10.3–25.0
1280;Mie University;Japan;10.3–25.0
1281;Ming Chuan University;Taiwan;10.3–25.0
1282;Minia University;Egypt;10.3–25.0
1283;Minia University;Russian Federation;10.3–25.0
1284;University of Miskolc;Hungary;10.3–25.0
1285;University of Miyazaki;Japan;10.3–25.0
1286;Mohammed V University of Rabat;Morocco;10.3–25.0
1287;University of Monastir;Tunisia;10.3–25.0
1288;University of Montenegro;Montenegro;10.3–25.0
1289;Morgan State University;United States;10.3–25.0
1290;Morgan State University;Russian Federation;10.3–25.0
1291;Morgan State University;Russian Federation;10.3–25.0
1292;Multimedia University;Malaysia;10.3–25.0
1293;University of Mumbai;India;10.3–25.0
1294;University of Murcia;Spain;10.3–25.0
1295;Muroran Institute of Technology;Japan;10.3–25.0
1296;University of Mysore;India;10.3–25.0
1297;Universidad Nacional del Litoral;Argentina;10.3–25.0
1298;Nagaoka University of Technology;Japan;10.3–25.0
1299;Nagasaki University;Japan;10.3–25.0
1300;Nagoya City University;Japan;10.3–25.0
1301;Nagoya Institute of Technology;Japan;10.3–25.0
1302;Nanjing University of Aeronautics and Astronautics;China;10.3–25.0
1303;Nara Medical University;Japan;10.3–25.0
1304;Naresuan University;Thailand;10.3–25.0
1305;National Changhua University of Education;Taiwan;10.3–25.0
1306;National Chiayi University;Taiwan;10.3–25.0
1307;National Chi Nan University;Taiwan;10.3–25.0
1308;National Chin-Yi University of Technology;Taiwan;10.3–25.0
1309;National Chung Cheng University;Taiwan;10.3–25.0
1310;National Chung Hsing University;Taiwan;10.3–25.0
1311;National University of Colombia;Colombia;10.3–25.0
1312;National University of Córdoba;Argentina;10.3–25.0
1313;National University of Cuyo;Argentina;10.3–25.0
1314;National Ilan University;Taiwan;10.3–25.0
1315;National Institute of Technology, Tiruchirappalli;India;10.3–25.0
1316;National University of Kaohsiung;Taiwan;10.3–25.0
1317;National University of Kaohsiung;Russian Federation;10.3–25.0
1318;National University of Kaohsiung;Russian Federation;10.3–25.0
1319;National University of San Martín;Argentina;10.3–25.0
1320;National Taipei University;Taiwan;10.3–25.0
1321;National Taiwan Ocean University;Taiwan;10.3–25.0
1322;National Technical University Kharkiv Polytechnic Institute;Ukraine;10.3–25.0
1323;National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute;Ukraine;10.3–25.0
1324;National Yunlin University of Science and Technology;Taiwan;10.3–25.0
1325;Nicolaus Copernicus University in Toruń;Poland;10.3–25.0
1326;University of Nigeria Nsukka;Nigeria;10.3–25.0
1327;Slovak University of Agriculture in Nitra;Slovakia;10.3–25.0
1328;University of North Carolina Wilmington;United States;10.3–25.0
1329;North China Electric Power University;China;10.3–25.0
1330;University of the North, Colombia;Colombia;10.3–25.0
1331;University of the North, Colombia;Russian Federation;10.3–25.0
1332;Northwest University (China);China;10.3–25.0
1333;University of Novi Sad;Serbia;10.3–25.0
1334;University of Novi Sad;Russian Federation;10.3–25.0
1335;Oakland University;United States;10.3–25.0
1336;Obafemi Awolowo University;Nigeria;10.3–25.0
1337;Ochanomizu University;Japan;10.3–25.0
1338;Oita University;Japan;10.3–25.0
1339;Oita University;Russian Federation;10.3–25.0
1340;Ondokuz Mayis University;Turkey;10.3–25.0
1341;Osaka City University;Japan;10.3–25.0
1342;Osaka Institute of Technology;Japan;10.3–25.0
1343;Osaka Medical College;Japan;10.3–25.0
1344;Osaka Prefecture University;Japan;10.3–25.0
1345;University of Ostrava;Czechia;10.3–25.0
1346;Universitas Padjadjaran;Indonesia;10.3–25.0
1347;University of Pardubice;Czechia;10.3–25.0
1348;Paris Nanterre University;France;10.3–25.0
1349;University of Patras;Greece;10.3–25.0
1350;Pavol Jozef Šafárik University in Košice;Slovakia;10.3–25.0
1351;Pavol Jozef Šafárik University in Košice;Russian Federation;10.3–25.0
1352;Pavol Jozef Šafárik University in Košice;Russian Federation;10.3–25.0
1353;Pavol Jozef Šafárik University in Košice;Russian Federation;10.3–25.0
1354;PMAS Arid Agriculture University Rawalpindi;Pakistan;10.3–25.0
1355;Polytechnic Institute of Porto;Portugal;10.3–25.0
1356;Polytechnic University of Bucharest;Romania;10.3–25.0
1357;Polytechnic University of Timişoara;Romania;10.3–25.0
1358;Pondicherry University;India;10.3–25.0
1359;Pontifical Catholic University of Minas Gerais;Brazil;10.3–25.0
1360;Pontifical Catholic University of Peru;Peru;10.3–25.0
1361;Pontifical Catholic University of Valparaíso;Chile;10.3–25.0
1362;Universidad Pontificia Bolivariana (UPB);Colombia;10.3–25.0
1363;Pontifícia Universidade Católica do Paraná;Brazil;10.3–25.0
1364;Port Said University;Egypt;10.3–25.0
1365;Prince of Songkla University;Thailand;10.3–25.0
1366;PSG College of Technology;India;10.3–25.0
1367;Public University of Navarre;Spain;10.3–25.0
1368;University of the Punjab;Pakistan;10.3–25.0
1369;Qassim University;Saudi Arabia;10.3–25.0
1370;Razi University;Iran;10.3–25.0
1371;Recep Tayyip Erdoğan University;Turkey;10.3–25.0
1372;University Rey Juan Carlos;Spain;10.3–25.0
1373;Riga Technical University;Latvia;10.3–25.0
1374;Ritsumeikan University;Japan;10.3–25.0
1375;Robert Gordon University;United Kingdom;10.3–25.0
1376;Robert Gordon University;Russian Federation;10.3–25.0
1377;Ryukoku University;Japan;10.3–25.0
1378;University of the Ryukyus;Japan;10.3–25.0
1379;University of La Sabana;Colombia;10.3–25.0
1380;Saga University;Japan;10.3–25.0
1381;Saitama University;Japan;10.3–25.0
1382;Saitama Medical University;Japan;10.3–25.0
1383;Sakarya University;Turkey;10.3–25.0
1384;Sakarya University;Russian Federation;10.3–25.0
1385;Sakarya University;Russian Federation;10.3–25.0
1386;San Sebastián University;Chile;10.3–25.0
1387;University of Santiago, Chile (USACH);Chile;10.3–25.0
1388;Sapporo Medical University;Japan;10.3–25.0
1389;University of Sargodha;Pakistan;10.3–25.0
1390;SASTRA University;India;10.3–25.0
1391;Satbayev University;Kazakhstan;10.3–25.0
1392;Sathyabama Institute of Science and Technology;India;10.3–25.0
1393;Saveetha Institute of Medical and Technical Sciences;India;10.3–25.0
1394;University of Sciences and Technology Houari Boumediene;Algeria;10.3–25.0
1395;University of Science and Technology of Oran Mohamed-Boudiaf;Algeria;10.3–25.0
1396;University of Science and Technology of Oran Mohamed-Boudiaf;Russian Federation;10.3–25.0
1397;Selçuk University;Turkey;10.3–25.0
1398;Semnan University;Iran;10.3–25.0
1399;University of Seoul;South Korea;10.3–25.0
1400;Seoul National University of Science and Technology (SeoulTech);South Korea;10.3–25.0
1401;University of Sfax;Tunisia;10.3–25.0
1402;Shahed University;Iran;10.3–25.0
1403;Shahid Bahonar University of Kerman;Iran;10.3–25.0
1404;​Shahid Chamran University of Ahvaz;Iran;10.3–25.0
1405;Shahid Rajaee Teacher Training University;Iran;10.3–25.0
1406;Shahrekord University;Iran;10.3–25.0
1407;Shahrood University of Technology;Iran;10.3–25.0
1408;Shibaura Institute of Technology;Japan;10.3–25.0
1409;Shiga University of Medical Science;Japan;10.3–25.0
1410;Shimane University;Japan;10.3–25.0
1411;Shinshu University;Japan;10.3–25.0
1412;Shiraz University of Medical Sciences;Iran;10.3–25.0
1413;Shizuoka University;Japan;10.3–25.0
1414;University of Shizuoka;Japan;10.3–25.0
1415;Showa University;Japan;10.3–25.0
1416;Showa University;Russian Federation;10.3–25.0
1417;Siksha ‘O’ Anusandhan;India;10.3–25.0
1418;University of Silesia in Katowice;Poland;10.3–25.0
1419;Silesian University of Technology;Poland;10.3–25.0
1420;Silpakorn University;Thailand;10.3–25.0
1421;Simón Bolívar University;Venezuela;10.3–25.0
1422;University of Sistan and Baluchestan;Iran;10.3–25.0
1423;Slovak University of Technology in Bratislava;Slovakia;10.3–25.0
1424;Sofia University;Bulgaria;10.3–25.0
1425;University of Sonora;Mexico;10.3–25.0
1426;Soongsil University;South Korea;10.3–25.0
1427;Sophia University;Japan;10.3–25.0
1428;University of Sousse;Tunisia;10.3–25.0
1429;University of South Africa;South Africa;10.3–25.0
1430;University of South China;China;10.3–25.0
1431;University of South China;Russian Federation;10.3–25.0
1432;University of South China;Russian Federation;10.3–25.0
1433;South Valley University  (Egypt);Egypt;10.3–25.0
1434;University of South Wales;United Kingdom;10.3–25.0
1435;Southwest Jiaotong University;China;10.3–25.0
1436;Srinakharinwirot University;Thailand;10.3–25.0
1437;SRM Institute of Science and Technology;India;10.3–25.0
1438;University of Staffordshire;United Kingdom;10.3–25.0
1439;State University of Ponta Grossa;Brazil;10.3–25.0
1440;State University of Santa Cruz;Brazil;10.3–25.0
1441;St Marianna University School of Medicine;Japan;10.3–25.0
1442;St Marianna University School of Medicine;Russian Federation;10.3–25.0
1443;Süleyman Demirel University;Turkey;10.3–25.0
1444;Suranaree University of Technology;Thailand;10.3–25.0
1445;SWPS University;Poland;10.3–25.0
1446;Szent István University;Hungary;10.3–25.0
1447;University of Talca;Chile;10.3–25.0
1448;Tamil Nadu Agricultural University;India;10.3–25.0
1449;Tamkang University;Taiwan;10.3–25.0
1450;Tanta University;Egypt;10.3–25.0
1451;University of Tarapacá;Chile;10.3–25.0
1452;Taras Shevchenko National University of Kyiv;Ukraine;10.3–25.0
1453;Technical University of Cluj-Napoca;Romania;10.3–25.0
1454;Technical University of Košice;Slovakia;10.3–25.0
1455;Technical University of Liberec;Czechia;10.3–25.0
1456;University of Technology, Iraq;Iraq;10.3–25.0
1457;Universidade Tecnológica Federal do Paraná (UTFPR);Brazil;10.3–25.0
1458;Universiti Teknikal Malaysia Melaka;Malaysia;10.3–25.0
1459;Universiti Teknologi MARA;Malaysia;10.3–25.0
1460;Institut Teknologi Sepuluh Nopember;Indonesia;10.3–25.0
1461;Telkom University;Indonesia;10.3–25.0
1462;Texas State University;United States;10.3–25.0
1463;Tezpur University;India;10.3–25.0
1464;Thammasat University;Thailand;10.3–25.0
1465;TOBB University of Economics and Technology;Turkey;10.3–25.0
1466;Toho University;Japan;10.3–25.0
1467;Tokai University;Japan;10.3–25.0
1468;Tokat Gaziosmanpaşa University;Turkey;10.3–25.0
1469;Tokushima University;Japan;10.3–25.0
1470;Tokyo University of Agriculture;Japan;10.3–25.0
1471;Tokyo University of Agriculture and Technology;Japan;10.3–25.0
1472;Tokyo City University;Japan;10.3–25.0
1473;Tokyo Denki University;Japan;10.3–25.0
1474;Tokyo University of Marine Science and Technology;Japan;10.3–25.0
1475;Tokyo University of Science;Japan;10.3–25.0
1476;Tomas Bata University in Zlín;Czechia;10.3–25.0
1477;Tomas Bata University in Zlín;Russian Federation;10.3–25.0
1478;Tottori University;Japan;10.3–25.0
1479;University of Toyama;Japan;10.3–25.0
1480;Toyo University;Japan;10.3–25.0
1481;Toyohashi University of Technology (TUT);Japan;10.3–25.0
1482;Transilvania University of Brașov;Romania;10.3–25.0
1483;University of Trás-os-Montes and Alto Douro;Portugal;10.3–25.0
1484;Tshwane University of Technology;South Africa;10.3–25.0
1485;Tunghai University;Taiwan;10.3–25.0
1486;University of Tunis El Manar;Tunisia;10.3–25.0
1487;Tzu Chi University;Taiwan;10.3–25.0
1488;Tzu Chi University;Russian Federation;10.3–25.0
1489;Umm Al-Qura University;Saudi Arabia;10.3–25.0
1490;Unisinos University;Brazil;10.3–25.0
1491;Unisinos University;Russian Federation;10.3–25.0
1492;Urmia University;Iran;10.3–25.0
1493;Utsunomiya University;Japan;10.3–25.0
1494;University of Valladolid;Spain;10.3–25.0
1495;University of Valparaíso;Chile;10.3–25.0
1496;University of Veterinary and Animal Sciences, Lahore;Pakistan;10.3–25.0
1497;Vietnam National University (Ho Chi Minh City);Vietnam;10.3–25.0
1498;Visvesvaraya National Institute of Technology, Nagpur;India;10.3–25.0
1499;V.N. Karazin Kharkiv National University;Ukraine;10.3–25.0
1500;V.N. Karazin Kharkiv National University;Russian Federation;10.3–25.0
1501;VSB - Technical University of Ostrava;Czechia;10.3–25.0
1502;Vytautas Magnus University;Lithuania;10.3–25.0
1503;Warsaw University of Life Sciences – SGGW;Poland;10.3–25.0
1504;Warsaw University of Technology;Poland;10.3–25.0
1505;Wenzhou Medical University;China;10.3–25.0
1506;University of West Bohemia;Czechia;10.3–25.0
1507;Western Michigan University;United States;10.3–25.0
1508;West University of Timişoara;Romania;10.3–25.0
1509;Wrocław University of Environmental and Life Sciences;Poland;10.3–25.0
1510;Wrocław University of Science and Technology;Poland;10.3–25.0
1511;University of Wrocław;Poland;10.3–25.0
1512;Xiangtan University;China;10.3–25.0
1513;Yamagata University;Japan;10.3–25.0
1514;Yamaguchi University;Japan;10.3–25.0
1515;University of Yamanashi;Japan;10.3–25.0
1516;Yanshan University;China;10.3–25.0
1517;Yarmouk University;Jordan;10.3–25.0
1518;Yazd University;Iran;10.3–25.0
1519;Yeditepe University;Turkey;10.3–25.0
1520;Yıldız Technical University;Turkey;10.3–25.0
1521;Yokohama National University;Japan;10.3–25.0
1522;Yuan Ze University;Taiwan;10.3–25.0
1523;Yuriy Fedkovych Chernivtsi National University;Ukraine;10.3–25.0
1524;Zagazig University;Egypt;10.3–25.0
1525;University of Zagreb;Croatia;10.3–25.0
1526;University of Žilina;Slovakia;10.3–25.0
