rank;university;country;score
2215;Ho Technical University;Ghana;n/a
2216;Hryhorii Skovoroda University in Pereiaslav;Ukraine;n/a
2217;University of Human Development;Iraq;n/a
2218;Humboldt State University;United States;n/a
2219;Hyogo University of Teacher Education;Japan;n/a
2220;Ibn Khaldoun University;Algeria;n/a
2221;ICFAI University, Dehradun;India;n/a
2222;IFHE Hyderabad;India;n/a
2223;Ilma University;Pakistan;n/a
2224;Imam Alkadhim University College;Iraq;n/a
2225;IMT Mines Alès;France;n/a
2226;Independent University, Bangladesh;Bangladesh;n/a
2227;Indira Gandhi Delhi Technical University for Women;India;n/a
2228;Information Technology University of the Punjab;Pakistan;n/a
2229;Information Technology University of the Punjab;Russian Federation;n/a
2230;Institute of Cancer Research;United Kingdom;n/a
2231;Universidad Internacional del Ecuador;Ecuador;n/a
2232;International American University;United States;n/a
2233;International Christian University;Japan;n/a
2234;International Engineering and Technology University (METU);Kazakhstan;n/a
2235;International University for the Humanities and Development;Turkmenistan;n/a
2236;International IT University;Kazakhstan;n/a
2237;International University of Rabat;Morocco;n/a
2238;Institute of International Relations of the Ministry of Foreign Affairs of Turkmenistan;Turkmenistan;n/a
2239;Inter-State School of Veterinary Sciences and Medicine;Senegal;n/a
2240;Ionian University;Greece;n/a
2241;Ion Mincu University of Architecture and Urbanism;Romania;n/a
2242;Iqra University;Pakistan;n/a
2243;The Islamic University;Iraq;n/a
2244;Islamic University of Gaza;Palestine;n/a
2245;Islamic University of Madinah;Saudi Arabia;n/a
2246;Universitas Islam Sultan Agung;Indonesia;n/a
2247;Isra University (Jordan);Jordan;n/a
2248;Israel Technological University;Ecuador;n/a
2249;Istanbul Arel University;Turkey;n/a
2250;Istanbul Gelisim University;Turkey;n/a
2251;Istanbul Kültür University;Turkey;n/a
2252;Istanbul Okan University;Turkey;n/a
2253;IUBAT – International University of Business Agriculture and Technology;Bangladesh;n/a
2254;Universita IULM;Italy;n/a
2255;Ivano Frankivsk National Technical University of Oil and Gas;Ukraine;n/a
2256;Jabir ibn Hayyan University for Medical and Pharmaceutical Sciences;Iraq;n/a
2257;Jadara University;Jordan;n/a
2258;Japan Advanced Institute of Science and Technology (JAIST);Japan;n/a
2259;Japan University of Economics;Japan;n/a
2260;Jashore University of Science and Technology;Bangladesh;n/a
2261;University of Jendouba;Tunisia;n/a
2262;Jizzakh Polytechnic Institute;Uzbekistan;n/a
2263;Jizzakh State Pedagogical University;Uzbekistan;n/a
2264;John von Neumann University;Hungary;n/a
2265;Kabarak University;Kenya;n/a
2266;Kabarak University;Russian Federation;n/a
2267;University of Kabianga;Kenya;n/a
2268;Kadir Has University;Turkey;n/a
2269;Kamianets-Podіlskyi Ivan Ohiienko National University;Ukraine;n/a
2270;Karaganda Buketov University;Kazakhstan;n/a
2271;Karaganda University of Kazpotrebsoyuz;Kazakhstan;n/a
2272;Karakalpak State University;Uzbekistan;n/a
2273;Karshi Engineering Economics Institute;Uzbekistan;n/a
2274;Kazakh-British Technical University;Kazakhstan;n/a
2275;Kazakh National Women’s Teacher Training University;Kazakhstan;n/a
2276;Kazakhstan Medical University KSPH;Kazakhstan;n/a
2277;Kazakhstan Medical University KSPH;Russian Federation;n/a
2278;Keisen University;Japan;n/a
2279;Kharkiv University of Humanities “People’s Ukrainian Academy”;Ukraine;n/a
2280;Kharkiv National Automobile and Highway University;Ukraine;n/a
2281;Kharkiv National University of Internal Affairs;Ukraine;n/a
2282;Khazar University;Azerbaijan;n/a
2283;Khemis Miliana University;Algeria;n/a
2284;Khulna University of Engineering and Technology (KUET);Bangladesh;n/a
2285;Khwaja Fareed University of Engineering and Information Technology;Pakistan;n/a
2286;Khyber Medical University;Pakistan;n/a
2287;Kimyo International University in Tashkent;Uzbekistan;n/a
2288;King Abdullah University of Science and Technology (KAUST);Saudi Arabia;n/a
2289;King Danylo University;Ukraine;n/a
2290;King Edward Medical University;Pakistan;n/a
2291;Kinnaird College for Women;Pakistan;n/a
2292;University of Kirkuk;Iraq;n/a
2293;Kitami Institute of Technology;Japan;n/a
2294;Knowledge University;Iraq;n/a
2295;Kobe Gakuin University;Japan;n/a
2296;Kocaeli Health and Technology University;Turkey;n/a
2297;Kohsar University Murree;Pakistan;n/a
2298;Kokshetau State University;Kazakhstan;n/a
2299;Kokugakuin University;Japan;n/a
2300;Konan University;Japan;n/a
2301;Konan Women’s University;Japan;n/a
2302;Koya University;Iraq;n/a
2303;KPR Institute of Engineering and Technology;India;n/a
2304;Kumasi Technical University;Ghana;n/a
2305;Kumasi Technical University;Russian Federation;n/a
2306;Kütahya Health Sciences University;Turkey;n/a
2307;Central University of Europe;Georgia;n/a
2308;Kuwait College of Science and Technology (KCST);Kuwait;n/a
2309;Kyiv National Economic University;Ukraine;n/a
2310;Kyoai Gakuen University;Japan;n/a
2311;Kyoto Koka Women’s University;Japan;n/a
2312;Kyoto Notre Dame University;Japan;n/a
2313;Kyrgyz-Turkish Manas University;Kyrgyzstan;n/a
2314;K. Zhubanov Aktobe Regional University;Kazakhstan;n/a
2315;Lahore Leads University;Pakistan;n/a
2316;Landmark University;Nigeria;n/a
2317;Larbi Tebessi University;Algeria;n/a
2318;La Salle University (Colombia);Colombia;n/a
2319;University of Las Américas (UDLA);Ecuador;n/a
2320;Leeds Arts University;United Kingdom;n/a
2321;Leeds Conservatoire;United Kingdom;n/a
2322;Leeds Trinity University;United Kingdom;n/a
2323;Lesya Ukrainka Volyn National University;Ukraine;n/a
2324;Liaquat University of Medical and Health Sciences (LUMHS);Pakistan;n/a
2325;University of Liberal Arts Bangladesh;Bangladesh;n/a
2326;Lincoln University College;Malaysia;n/a
2327;Lira University;Uganda;n/a
2328;Université du Littoral Côte d’Opale;France;n/a
2329;Liverpool Hope University;United Kingdom;n/a
2330;Liverpool Institute for Performing Arts;United Kingdom;n/a
2331;Liverpool School of Tropical Medicine;United Kingdom;n/a
2332;The LNM Institute of Information Technology;India;n/a
2333;London Academy of Music and Dramatic Art (LAMDA);United Kingdom;n/a
2334;London Business School;United Kingdom;n/a
2335;London School of Hygiene and Tropical Medicine;United Kingdom;n/a
2336;London Metropolitan University;United Kingdom;n/a
2337;Lviv State University of Life Safety;Ukraine;n/a
2338;University of Magallanes;Chile;n/a
2339;Universidad del Magdalena;Colombia;n/a
2340;University Centre of Maghnia;Algeria;n/a
2341;Mahatma Jyotiba Phule Rohilkhand University;India;n/a
2342;Malawi University of Science and Technology (MUST);Malawi;n/a
2343;Management Development Institute (MDI);India;n/a
2344;Management & Science University (MSU);Malaysia;n/a
2345;Universidad Manuela Beltrán;Colombia;n/a
2346;Margulan University;Kazakhstan;n/a
2347;Mariano Marcos State University;Philippines;n/a
2348;Maritime University of Szczecin;Poland;n/a
2349;University of Mataram;Indonesia;n/a
2350;M. Auezov South Kazakhstan University;Kazakhstan;n/a
2351;Universidad Mayor de San Simón;Bolivia;n/a
2352;University of Medea;Algeria;n/a
2353;University of Medellín;Colombia;n/a
2354;Medizinische Hochschule Hannover;Germany;n/a
2355;Meikai University;Japan;n/a
2356;Universitas Mercu Buana;Indonesia;n/a
2357;Middle East University;Jordan;n/a
2358;Mindanao State University – Iligan Institute of Technology;Philippines;n/a
2359;Minhaj University Lahore;Pakistan;n/a
2360;University of Misan;Iraq;n/a
2361;Misr University for Science and Technology;Egypt;n/a
2362;Mizoram University;India;n/a
2363;M. Kumarasamy College of Engineering;India;n/a
2364;MNS University of Agriculture, Multan;Pakistan;n/a
2365;Modern University for Business and Science;Lebanon;n/a
2366;Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj;Algeria;n/a
2367;University of Mohamed Lamine Debaghin Setif 2;Algeria;n/a
2368;Monroe College;United States;n/a
2369;University of Monterrey;Mexico;n/a
2370;University of Monterrey;Russian Federation;n/a
2371;University of Monterrey;Russian Federation;n/a
2372;University of Monterrey;Russian Federation;n/a
2373;University of Mostar;Bosnia and Herzegovina;n/a
2374;Muban Chombueng Rajabhat University;Thailand;n/a
2375;Universitas Muhammadiyah Yogyakarta;Indonesia;n/a
2376;Mukogawa Women’s University;Japan;n/a
2377;Mulungushi University;Zambia;n/a
2378;Musashino University;Japan;n/a
2379;Universidad Nacional Abierta y a Distancia (UNAD);Colombia;n/a
2380;Universidad Nacional de Asunción;Paraguay;n/a
2381;Universidad Nacional de Chimborazo;Ecuador;n/a
2382;Universidad Nacional de Itapúa;Paraguay;n/a
2383;Universidad Nacional de Rafaela (UNRaf);Argentina;n/a
2384;Nagoya University of Commerce & Business;Japan;n/a
2385;Nakhchivan State University;Azerbaijan;n/a
2386;Nakhon Ratchasima Rajabhat University;Thailand;n/a
2387;Namal University;Pakistan;n/a
2388;Namangan Engineering Construction Institute;Uzbekistan;n/a
2389;Namangan Institute of Engineering and Technology;Uzbekistan;n/a
2390;Namangan State University;Uzbekistan;n/a
2391;Narxoz University;Kazakhstan;n/a
2392;Nasarawa State University, Keffi;Nigeria;n/a
2393;Universidad Nacional Agraria La Molina;Peru;n/a
2394;National Film and Television School;United Kingdom;n/a
2395;National University of Food Technologies;Ukraine;n/a
2396;National University Odessa Law Academy;Ukraine;n/a
2397;The National University of Ostroh Academy;Ukraine;n/a
2398;National Polytechnic University of Armenia;Armenia;n/a
2399;National University of Quilmes;Argentina;n/a
2400;National School of Artificial Intelligence (ENSIA);Algeria;n/a
2401;National University of Science and Technology, Oman;Oman;n/a
2402;National University, Sudan;Sudan;n/a
2403;National Textile University;Pakistan;n/a
2404;National Transport University;Ukraine;n/a
2405;National University of Water and Environmental Engineering;Ukraine;n/a
2406;National University “Yuri Kondratyuk Poltava Polytechnic”;Ukraine;n/a
2407;Navoi State University;Uzbekistan;n/a
2408;Netaji Subhas University of Technology;India;n/a
2409;Niger Delta University;Nigeria;n/a
2410;Nihon Pharmaceutical University;Japan;n/a
2411;Niigata University of Health and Welfare;Japan;n/a
2412;University of Niigata Prefecture;Japan;n/a
2413;Ninevah University;Iraq;n/a
2414;Nitte (Deemed to be University);India;n/a
2415;University of Northampton;United Kingdom;n/a
2416;Northeast Ohio Medical University;United States;n/a
2417;Northern Border University;Saudi Arabia;n/a
2418;Northern Technical University;Iraq;n/a
2419;Norwich University of the Arts;United Kingdom;n/a
2420;University Centre of El-Bayadh;Algeria;n/a
2421;University of Nova Gorica;Slovenia;n/a
2422;University of Nova Gorica;Russian Federation;n/a
2423;Nueva Ecija University of Science and Technology (NEUST);Philippines;n/a
2424;Universidad Nur;Bolivia;n/a
2425;October 6 University;Egypt;n/a
2426;October University for Modern Sciences and Arts (MSA);Egypt;n/a
2427;Odesa I.I. Mechnikov National University;Ukraine;n/a
2428;Oguz Han Engineering and Technology University of Turkmenistan;Turkmenistan;n/a
2429;University of Okara;Pakistan;n/a
2430;University of Okara;Russian Federation;n/a
2431;Open Christian University;South Africa;n/a
2432;O.P. Jindal Global University;India;n/a
2433;Université d’Oran 2 Mohamed Ben Ahmed;Algeria;n/a
2434;Oran Graduate School of Economics;Algeria;n/a
2435;Oran Graduate School of Economics;Russian Federation;n/a
2436;Oran Graduate School of Economics;Russian Federation;n/a
2437;ORT Uruguay University;Uruguay;n/a
2438;Osol Al-Deen University College;Iraq;n/a
2439;University College of Osteopathy;United Kingdom;n/a
2440;Ostrogradsky National University of Kremenchuk;Ukraine;n/a
2441;University of Oum El Bouaghi;Algeria;n/a
2442;Universidad del Pacífico;Peru;n/a
2443;Universidad del Pacífico Ecuador;Ecuador;n/a
2444;Palestine Polytechnic University;Palestine;n/a
2445;Palestine Technical University – Kadoorie;Palestine;n/a
2446;Universidad de Pamplona;Colombia;n/a
2447;Panteion University of Social and Political Sciences;Greece;n/a
2448;Panthéon-Assas University (Paris 2);France;n/a
2449;Pavlo Tychyna Uman State Pedagogical University;Ukraine;n/a
2450;University of Petra;Jordan;n/a
2451;Petre Shotadze Tbilisi Medical Academy;Georgia;n/a
2452;Petroleum University of Technology;Iran;n/a
2453;Petro Mohyla Black Sea National University;Ukraine;n/a
2454;Pharos University;Egypt;n/a
2455;Philadelphia University (Jordan);Jordan;n/a
2456;Plateau State University, Bokkos;Nigeria;n/a
2457;Plateau State University, Bokkos;Russian Federation;n/a
2458;Plymouth Marjon University;United Kingdom;n/a
2459;Polytechnic Institute of Setúbal;Portugal;n/a
2460;Pontifical Catholic University of Argentina;Argentina;n/a
2461;University of Poonch Rawalakot;Pakistan;n/a
2462;Universidad Popular Autónoma del Estado de Puebla;Mexico;n/a
2463;Prefectural University of Hiroshima;Japan;n/a
2464;Presbyterian University, Ghana;Ghana;n/a
2465;Presidency University;India;n/a
2466;Prince Mohammad Bin Fahd University;Saudi Arabia;n/a
2467;University of Professional Studies, Accra;Ghana;n/a
2468;Prydniprovska State Academy of Civil Engineering and Architecture;Ukraine;n/a
2469;Prydniprovska State Academy of Civil Engineering and Architecture;Russian Federation;n/a
2470;PUC-Campinas;Brazil;n/a
2471;University of Puthisastra;Cambodia;n/a
2472;Quaid-e-Awam University of Engineering, Science and Technology (QUEST);Pakistan;n/a
2473;Queen Arwa University;Yemen;n/a
2474;Queen Margaret University;United Kingdom;n/a
2475;Universidade Rainha Njinga a Mbande (URNM);Angola;n/a
2476;Rajamangala University of Technology Isan;Thailand;n/a
2477;Rajamangala University of Technology Thanyaburi (RMUTT);Thailand;n/a
2478;Rawalpindi Medical University;Pakistan;n/a
2479;Rennes School of Business;France;n/a
2480;Ritsumeikan Asia Pacific University (APU);Japan;n/a
2481;Rose Bruford College;United Kingdom;n/a
2482;Rose Bruford College;Russian Federation;n/a
2483;Royal Agricultural University;United Kingdom;n/a
2484;Royal Central School of Speech and Drama, University of London;United Kingdom;n/a
2485;Royal College of Academics;Luxembourg;n/a
2486;Royal College of Art;United Kingdom;n/a
2487;Royal Conservatoire of Scotland;United Kingdom;n/a
2488;Royal Academy of Dramatic Art (RADA);United Kingdom;n/a
2489;Royal College of Music;United Kingdom;n/a
2490;Royal Academy of Music;United Kingdom;n/a
2491;Royal Northern College of Music;United Kingdom;n/a
2492;Royal Northern College of Music;Russian Federation;n/a
2493;Royal Northern College of Music;Russian Federation;n/a
2494;Royal Northern College of Music;Russian Federation;n/a
2495;University of Sadat City;Egypt;n/a
2496;University of Saida;Algeria;n/a
2497;University of Saint Joseph;Macao;n/a
2498;University of Saint Joseph;Russian Federation;n/a
2499;Saint Thomas University, Colombia;Colombia;n/a
2500;Sakon Nakhon Rajabhat University;Thailand;n/a
2501;Salahaddin University–Erbil;Iraq;n/a
2502;Salahaddin University–Erbil;Russian Federation;n/a
2503;Samarkand State University;Uzbekistan;n/a
2504;Samarkand State Institute of Foreign Languages;Uzbekistan;n/a
2505;Samarkand State Medical University;Uzbekistan;n/a
2506;Samsun University;Turkey;n/a
2507;Universidad San Ignacio de Loyola;Peru;n/a
2508;University of San Martín de Porres;Peru;n/a
2509;University of Santander;Colombia;n/a
2510;Universidad Santo Tomás;Chile;n/a
2511;Sarsen Amanzholov East Kazakhstan University;Kazakhstan;n/a
2512;Satya Wacana Christian University;Indonesia;n/a
2513;Saudi Electronic University;Saudi Arabia;n/a
2514;SBS Swiss Business School;Switzerland;n/a
2515;University of Science and Technology of Southern Philippines (USTP);Philippines;n/a
2516;SDU University;Kazakhstan;n/a
2517;Sebha University;Libya;n/a
2518;Sefako Makgatho Health Sciences University;South Africa;n/a
2519;Seisa Dohto University;Japan;n/a
2520;Senshu University;Japan;n/a
2521;Seyitnazar Seydi Turkmen State Pedagogical Institute;Turkmenistan;n/a
2522;Shah Abdul Latif University, Khairpur;Pakistan;n/a
2523;Shaheed Benazir Bhutto Women University Peshawar;Pakistan;n/a
2524;Shaheed Mohtarma Benazir Bhutto Medical University;Pakistan;n/a
2525;Shaheed Zulfiqar Ali Bhutto Medical University;Pakistan;n/a
2526;The University of Shiga Prefecture;Japan;n/a
2527;Shonan Institute of Technology;Japan;n/a
2528;Silesian University in Opava;Czechia;n/a
2529;SIMAD University;Somalia;n/a
2530;Simón Bolívar University (Colombia);Colombia;n/a
2531;Universidad del Sinú;Colombia;n/a
2532;Sir Syed University of Engineering and Technology;Pakistan;n/a
2533;Sir Syed University of Engineering and Technology;Russian Federation;n/a
2534;Sohar University;Oman;n/a
2535;Solent University, Southampton;United Kingdom;n/a
2536;Soochow University, Taiwan;Taiwan;n/a
2537;University of Sopron;Hungary;n/a
2538;University of Souk Ahras;Algeria;n/a
2539;University of Southern Punjab;Pakistan;n/a
2540;Southern Technical University;Iraq;n/a
2541;Sri Balaji Vidyapeeth;India;n/a
2542;Sri Lanka Institute of Information Technology;Sri Lanka;n/a
2543;State Energy Institute of Turkmenistan;Turkmenistan;n/a
2544;State Energy Institute of Turkmenistan;Russian Federation;n/a
2545;St Luke’s International University;Japan;n/a
2546;St Mary’s University College, Belfast;United Kingdom;n/a
2547;St Mary’s University, Twickenham;United Kingdom;n/a
2548;Stranmillis University College;United Kingdom;n/a
2549;University of Suffolk;United Kingdom;n/a
2550;University of Sufism and Modern Sciences (USMS);Pakistan;n/a
2551;Sugiyama Jogakuen University;Japan;n/a
2552;Sukkur IBA University;Pakistan;n/a
2553;University of Swabi;Pakistan;n/a
2554;Tafila Technical University;Jordan;n/a
2555;University of Taipei;Taiwan;n/a
2556;Takushoku University;Japan;n/a
2557;Tama Art University;Japan;n/a
2558;University of Tamanghasset;Algeria;n/a
2559;Tarlac Agricultural University;Philippines;n/a
2560;Tarsus University;Turkey;n/a
2561;Tashkent Institute of Chemical Technology;Uzbekistan;n/a
2562;Tashkent Institute of Finance;Uzbekistan;n/a
2563;Tashkent University of Information Technologies;Uzbekistan;n/a
2564;Tashkent Institute of Irrigation and Agricultural Mechanisation;Uzbekistan;n/a
2565;Tashkent State Medical University;Uzbekistan;n/a
2566;Tashkent Pediatric Medical Institute;Uzbekistan;n/a
2567;Tashkent Pharmaceutical Institute;Uzbekistan;n/a
2568;Tashkent State Dental Institute;Uzbekistan;n/a
2569;Tashkent State University of Economics;Uzbekistan;n/a
2570;Tashkent State University of Law;Uzbekistan;n/a
2571;Tashkent State University of Oriental Studies;Uzbekistan;n/a
2572;Tashkent State Pedagogical University named after Nizami;Uzbekistan;n/a
2573;Tashkent State Technical University;Uzbekistan;n/a
2574;Tashkent State Transport University;Uzbekistan;n/a
2575;Tashkent Institute of Textile and Light Industry;Uzbekistan;n/a
2576;Tata Institute of Fundamental Research;India;n/a
2577;Tatung University;Taiwan;n/a
2578;T. C. Demiroğlu Bilim University;Turkey;n/a
2579;Teacher Education College of Setif;Algeria;n/a
2580;Technical University of Moldova;Moldova;n/a
2581;University of Technology Nowshera;Pakistan;n/a
2582;Universidad Técnica de Manabí;Ecuador;n/a
2583;Universidad Tecnológica de Bolívar;Colombia;n/a
2584;Universidad Tecnológica de Santiago (UTESA);Dominican Republic;n/a
2585;Tecnológico de Costa Rica;Costa Rica;n/a
2586;Instituto Tecnológico Metropolitano;Colombia;n/a
2587;Teerthanker Mahaveer University;India;n/a
2588;Teikyo Heisei University;Japan;n/a
2589;Universiti Teknologi Brunei;Brunei Darussalam;n/a
2590;Institut Teknologi Nasional Bandung (ITENAS Bandung);Indonesia;n/a
2591;University of Telafer;Iraq;n/a
2592;Institute of Telecommunications and Informatics of Turkmenistan;Turkmenistan;n/a
2593;Tenri University;Japan;n/a
2594;Termez State University;Uzbekistan;n/a
2595;Termez Institute of Engineering and Technology;Uzbekistan;n/a
2596;Termiz Institute of Agrotechnology and Innovative Development;Uzbekistan;n/a
2597;University of the Thai Chamber of Commerce;Thailand;n/a
2598;University of Thi-Qar;Iraq;n/a
2599;Thomas Adewumi University;Nigeria;n/a
2600;Tikrit University;Iraq;n/a
2601;Tishk International University;Iraq;n/a
2602;Tissemsilt University;Algeria;n/a
2603;Tohoku Gakuin University;Japan;n/a
2604;Tokyo University of Foreign Studies;Japan;n/a
2605;Tokyo University of Technology;Japan;n/a
2606;Tokyo University of Technology;Russian Federation;n/a
2607;Toraighyrov University;Kazakhstan;n/a
2608;Trinity Laban Conservatoire of Music and Dance;United Kingdom;n/a
2609;University of Tripoli;Libya;n/a
2610;Turan-Astana University;Kazakhstan;n/a
2611;Turin Polytechnic University in Tashkent;Uzbekistan;n/a
2612;Turkmen State Architecture and Construction Institute;Turkmenistan;n/a
2613;Turkmen State Institute of Economics and Management;Turkmenistan;n/a
2614;Turkmen State Institute of Economics and Management;Russian Federation;n/a
2615;Ubon Ratchathani University;Thailand;n/a
2616;UBT;Kosovo;n/a
2617;UEES, Espiritu Santo University;Ecuador;n/a
2618;UIN Sulthan Thaha Saifuddin Jambi;Indonesia;n/a
2619;UIN Sulthan Thaha Saifuddin Jambi;Russian Federation;n/a
2620;UIN Sulthan Thaha Saifuddin Jambi;Russian Federation;n/a
2621;UNESC;Brazil;n/a
2622;Unichristus;Brazil;n/a
2623;United International University;Bangladesh;n/a
2624;Universiapolis – Université Internationale d’Agadir;Morocco;n/a
2625;Universiapolis – Université Internationale d’Agadir;Russian Federation;n/a
2626;Universiapolis – Université Internationale d’Agadir;Russian Federation;n/a
2627;Urgench State University;Uzbekistan;n/a
2628;Uruk University;Iraq;n/a
2629;Universidad UTE;Ecuador;n/a
2630;National University of Uzbekistan named after Mirzo Ulugbek;Uzbekistan;n/a
2631;Uzbekistan State University of World Languages;Uzbekistan;n/a
2632;Uzbek State University of Physical Culture and Sport;Uzbekistan;n/a
2633;Valahia University of Targoviste;Romania;n/a
2634;University of Vale do Itajaí;Brazil;n/a
2635;Varendra University;Bangladesh;n/a
2636;Varna University of Management;Bulgaria;n/a
2637;Vasyl Stefanyk Precarpathian National University;Ukraine;n/a
2638;Veritas University, Abuja;Nigeria;n/a
2639;University of Veterinary Medicine and Pharmacy in Košice;Slovakia;n/a
2640;Vila Velha University;Brazil;n/a
2641;Vinayaka Mission’s Research Foundation;India;n/a
2642;Visayas State University;Philippines;n/a
2643;Visvesvaraya Technological University;India;n/a
2644;Visvesvaraya Technological University;Russian Federation;n/a
2645;University of Wales Trinity Saint David;United Kingdom;n/a
2646;University of Warith Al-Anbiyaa;Iraq;n/a
2647;Wasit University;Iraq;n/a
2648;Westcliff University;United States;n/a
2649;Western Caspian University;Azerbaijan;n/a
2650;West Ukrainian National University;Ukraine;n/a
2651;West Virginia University;United States;n/a
2652;WHU: Beisheim;Germany;n/a
2653;Women University Mardan;Pakistan;n/a
2654;The Women University Multan;Pakistan;n/a
2655;University of Worcester;United Kingdom;n/a
2656;World University of Bangladesh (WUB);Bangladesh;n/a
2657;The World Islamic Sciences and Education University (WISE);Jordan;n/a
2658;Wrexham University;United Kingdom;n/a
2659;Writtle University College;United Kingdom;n/a
2660;WSB Academy;Poland;n/a
2661;Yagshigeldi Kakayev International University of Oil and Gas;Turkmenistan;n/a
2662;Yamaguchi Prefectural University;Japan;n/a
2663;Yamaguchi Prefectural University;Belarus;n/a
2664;Yaşar University;Turkey;n/a
2665;York St John University;United Kingdom;n/a
2666;Yusuf Maitama Sule University, Kano;Nigeria;n/a
2667;Zarqa University;Jordan;n/a
2668;Zhetysu University;Kazakhstan;n/a
2669;Zhytomyr Polytechnic State University;Ukraine;n/a
2670;Ziane Achour University of Djelfa;Algeria;n/a
2671;Ziauddin University;Pakistan;n/a
